ListingId;Feature
39256034-f75a-47a0-a8a7-468423403690;Kabel-TV
39256034-f75a-47a0-a8a7-468423403690;Kinderfreundlich
39256034-f75a-47a0-a8a7-468423403690;Parkplatz
39256034-f75a-47a0-a8a7-468423403690;Garage
cb5f5aac-7b4e-4f3e-89c4-2c357aacaf11;Balkon / Terrasse
cb5f5aac-7b4e-4f3e-89c4-2c357aacaf11;Kabel-TV
cb5f5aac-7b4e-4f3e-89c4-2c357aacaf11;Cheminée
cb5f5aac-7b4e-4f3e-89c4-2c357aacaf11;Aussicht
cb5f5aac-7b4e-4f3e-89c4-2c357aacaf11;Rollstuhlgängig
cb5f5aac-7b4e-4f3e-89c4-2c357aacaf11;Parkplatz
cb5f5aac-7b4e-4f3e-89c4-2c357aacaf11;Garage
cb5f5aac-7b4e-4f3e-89c4-2c357aacaf11;Lift
cb5f5aac-7b4e-4f3e-89c4-2c357aacaf11;Minergie Bauweise
cb5f5aac-7b4e-4f3e-89c4-2c357aacaf11;Stromanschluss
cb5f5aac-7b4e-4f3e-89c4-2c357aacaf11;Wasseranschluss
cb5f5aac-7b4e-4f3e-89c4-2c357aacaf11;Abwasseranschluss
2afaf75c-ab77-4f1f-9ca9-fb4db4d23b19;Garage
11392c38-1682-45ab-b960-80e943cdf6f2;Haustiere erlaubt
11392c38-1682-45ab-b960-80e943cdf6f2;Balkon / Terrasse
11392c38-1682-45ab-b960-80e943cdf6f2;Aussicht
11392c38-1682-45ab-b960-80e943cdf6f2;Kinderfreundlich
11392c38-1682-45ab-b960-80e943cdf6f2;Parkplatz
86bc33f9-909e-4589-bcd2-ce3e7d561449;Balkon / Terrasse
86bc33f9-909e-4589-bcd2-ce3e7d561449;Aussicht
86bc33f9-909e-4589-bcd2-ce3e7d561449;Parkplatz
86bc33f9-909e-4589-bcd2-ce3e7d561449;Garage
86bc33f9-909e-4589-bcd2-ce3e7d561449;Lift
3401c870-130b-4f96-8ab8-4aa7423788d2;Balkon / Terrasse
3401c870-130b-4f96-8ab8-4aa7423788d2;Kabel-TV
3401c870-130b-4f96-8ab8-4aa7423788d2;Cheminée
3401c870-130b-4f96-8ab8-4aa7423788d2;Aussicht
3401c870-130b-4f96-8ab8-4aa7423788d2;Kinderfreundlich
3401c870-130b-4f96-8ab8-4aa7423788d2;Parkplatz
3401c870-130b-4f96-8ab8-4aa7423788d2;Garage
3401c870-130b-4f96-8ab8-4aa7423788d2;Lift
3401c870-130b-4f96-8ab8-4aa7423788d2;Minergie Bauweise
dc644ae4-7859-4d87-850d-c0d23f8d9c1f;Balkon / Terrasse
dc644ae4-7859-4d87-850d-c0d23f8d9c1f;Waschmaschine
dc644ae4-7859-4d87-850d-c0d23f8d9c1f;Kabel-TV
dc644ae4-7859-4d87-850d-c0d23f8d9c1f;Aussicht
dc644ae4-7859-4d87-850d-c0d23f8d9c1f;Kinderfreundlich
dc644ae4-7859-4d87-850d-c0d23f8d9c1f;Garage
dc644ae4-7859-4d87-850d-c0d23f8d9c1f;Lift
dc644ae4-7859-4d87-850d-c0d23f8d9c1f;Neubau
06ac058a-d9fc-4eb3-a192-17d011407210;Balkon / Terrasse
06ac058a-d9fc-4eb3-a192-17d011407210;Aussicht
06ac058a-d9fc-4eb3-a192-17d011407210;Parkplatz
06ac058a-d9fc-4eb3-a192-17d011407210;Garage
06ac058a-d9fc-4eb3-a192-17d011407210;Lift
727b0203-42a5-4a74-a114-9ab09efbfdc7;Balkon / Terrasse
727b0203-42a5-4a74-a114-9ab09efbfdc7;Kabel-TV
727b0203-42a5-4a74-a114-9ab09efbfdc7;Garage
727b0203-42a5-4a74-a114-9ab09efbfdc7;Lift
011e9087-7a3e-4385-9a36-aaeec000d984;Balkon / Terrasse
011e9087-7a3e-4385-9a36-aaeec000d984;Minergie Bauweise
3d461f83-6474-424f-b01b-523cd2afa992;Kabel-TV
3d461f83-6474-424f-b01b-523cd2afa992;Rollstuhlgängig
3d461f83-6474-424f-b01b-523cd2afa992;Parkplatz
3d461f83-6474-424f-b01b-523cd2afa992;Lift
3a6fb300-7dde-4726-b75b-7976f8c0a07b;Parkplatz
3a6fb300-7dde-4726-b75b-7976f8c0a07b;Lift
1da17bf5-c18d-4c2d-b5ce-3889e1aa7d69;Haustiere erlaubt
1da17bf5-c18d-4c2d-b5ce-3889e1aa7d69;Balkon / Terrasse
1da17bf5-c18d-4c2d-b5ce-3889e1aa7d69;Waschmaschine
1da17bf5-c18d-4c2d-b5ce-3889e1aa7d69;Kabel-TV
1da17bf5-c18d-4c2d-b5ce-3889e1aa7d69;Aussicht
1da17bf5-c18d-4c2d-b5ce-3889e1aa7d69;Garage
1da17bf5-c18d-4c2d-b5ce-3889e1aa7d69;Neubau
20a8e9c0-242e-4b5a-a5d9-e1fafb980606;Balkon / Terrasse
20a8e9c0-242e-4b5a-a5d9-e1fafb980606;Kabel-TV
20a8e9c0-242e-4b5a-a5d9-e1fafb980606;Kinderfreundlich
20a8e9c0-242e-4b5a-a5d9-e1fafb980606;Garage
20a8e9c0-242e-4b5a-a5d9-e1fafb980606;Lift
973c5515-7ed8-4213-9f5b-f01b296d9665;Balkon / Terrasse
973c5515-7ed8-4213-9f5b-f01b296d9665;Kabel-TV
973c5515-7ed8-4213-9f5b-f01b296d9665;Kinderfreundlich
973c5515-7ed8-4213-9f5b-f01b296d9665;Parkplatz
973c5515-7ed8-4213-9f5b-f01b296d9665;Garage
973c5515-7ed8-4213-9f5b-f01b296d9665;Lift
30f0fa8a-ae93-4fbd-9fef-8cf5b63351ea;Haustiere erlaubt
30f0fa8a-ae93-4fbd-9fef-8cf5b63351ea;Balkon / Terrasse
30f0fa8a-ae93-4fbd-9fef-8cf5b63351ea;Kabel-TV
30f0fa8a-ae93-4fbd-9fef-8cf5b63351ea;Aussicht
30f0fa8a-ae93-4fbd-9fef-8cf5b63351ea;Rollstuhlgängig
30f0fa8a-ae93-4fbd-9fef-8cf5b63351ea;Garage
30f0fa8a-ae93-4fbd-9fef-8cf5b63351ea;Lift
065d5db3-65c5-4b3a-91e4-973dd8b022ef;Kabel-TV
065d5db3-65c5-4b3a-91e4-973dd8b022ef;Rollstuhlgängig
065d5db3-65c5-4b3a-91e4-973dd8b022ef;Parkplatz
065d5db3-65c5-4b3a-91e4-973dd8b022ef;Lift
f2970958-555c-487b-9723-0d0f2a64dce4;Parkplatz
8c02e2bc-93e9-4545-87b5-edb4de3b3bba;Parkplatz
b3b678d4-a1b7-4f8b-829c-fff86d96d3f8;Balkon / Terrasse
b3b678d4-a1b7-4f8b-829c-fff86d96d3f8;Aussicht
b3b678d4-a1b7-4f8b-829c-fff86d96d3f8;Rollstuhlgängig
b3b678d4-a1b7-4f8b-829c-fff86d96d3f8;Lift
b3b678d4-a1b7-4f8b-829c-fff86d96d3f8;Stromanschluss
b3b678d4-a1b7-4f8b-829c-fff86d96d3f8;Wasseranschluss
b3b678d4-a1b7-4f8b-829c-fff86d96d3f8;Abwasseranschluss
b3b678d4-a1b7-4f8b-829c-fff86d96d3f8;Gasanschluss
f8546964-a99a-4bf7-80b8-6291b3441e3a;Parkplatz
bf912060-56f4-4d85-b6a9-ab701d8d36c6;Parkplatz
ee00c0c9-5312-4000-9fc7-fa251c5068b7;Parkplatz
ee00c0c9-5312-4000-9fc7-fa251c5068b7;Lift
a1f81525-6638-4293-9220-7c325e4e5416;Balkon / Terrasse
a1f81525-6638-4293-9220-7c325e4e5416;Kinderfreundlich
a1f81525-6638-4293-9220-7c325e4e5416;Garage
a1f81525-6638-4293-9220-7c325e4e5416;Lift
ea15bb61-8a57-4bf6-91a3-6b2c7cba04de;Haustiere erlaubt
ea15bb61-8a57-4bf6-91a3-6b2c7cba04de;Balkon / Terrasse
ea15bb61-8a57-4bf6-91a3-6b2c7cba04de;Waschmaschine
ea15bb61-8a57-4bf6-91a3-6b2c7cba04de;Kabel-TV
ea15bb61-8a57-4bf6-91a3-6b2c7cba04de;Cheminée
ea15bb61-8a57-4bf6-91a3-6b2c7cba04de;Aussicht
ea15bb61-8a57-4bf6-91a3-6b2c7cba04de;Rauchen erlaubt
ea15bb61-8a57-4bf6-91a3-6b2c7cba04de;Ruhige Lage
ea15bb61-8a57-4bf6-91a3-6b2c7cba04de;Parkplatz
3609cc73-16d0-45aa-b890-a2732b968180;Haustiere erlaubt
3609cc73-16d0-45aa-b890-a2732b968180;Balkon / Terrasse
3609cc73-16d0-45aa-b890-a2732b968180;Kabel-TV
3609cc73-16d0-45aa-b890-a2732b968180;Aussicht
3609cc73-16d0-45aa-b890-a2732b968180;Kinderfreundlich
3609cc73-16d0-45aa-b890-a2732b968180;Parkplatz
3609cc73-16d0-45aa-b890-a2732b968180;Garage
10bd6c48-2b0c-456a-9c4a-d2650e4a0fea;Kinderfreundlich
10bd6c48-2b0c-456a-9c4a-d2650e4a0fea;Parkplatz
10bd6c48-2b0c-456a-9c4a-d2650e4a0fea;Garage
c403dc05-9006-4379-8cb8-dc99cca6b883;Kinderfreundlich
c403dc05-9006-4379-8cb8-dc99cca6b883;Parkplatz
c403dc05-9006-4379-8cb8-dc99cca6b883;Lift
c403dc05-9006-4379-8cb8-dc99cca6b883;Neubau
c403dc05-9006-4379-8cb8-dc99cca6b883;Minergie Bauweise
b40c6f1d-6690-44af-a0a8-eec5a8f6a02e;Balkon / Terrasse
b40c6f1d-6690-44af-a0a8-eec5a8f6a02e;Aussicht
b40c6f1d-6690-44af-a0a8-eec5a8f6a02e;Parkplatz
b40c6f1d-6690-44af-a0a8-eec5a8f6a02e;Garage
b40c6f1d-6690-44af-a0a8-eec5a8f6a02e;Lift
73fae62f-0aed-4ca3-b8bb-648423159dbc;Balkon / Terrasse
73fae62f-0aed-4ca3-b8bb-648423159dbc;Aussicht
73fae62f-0aed-4ca3-b8bb-648423159dbc;Rollstuhlgängig
73fae62f-0aed-4ca3-b8bb-648423159dbc;Lift
73fae62f-0aed-4ca3-b8bb-648423159dbc;Hochparterre
73fae62f-0aed-4ca3-b8bb-648423159dbc;Stromanschluss
73fae62f-0aed-4ca3-b8bb-648423159dbc;Wasseranschluss
73fae62f-0aed-4ca3-b8bb-648423159dbc;Abwasseranschluss
73fae62f-0aed-4ca3-b8bb-648423159dbc;Gasanschluss
c6a7adb6-5d0c-478e-b0c7-e8cbb6766788;Balkon / Terrasse
c6a7adb6-5d0c-478e-b0c7-e8cbb6766788;Kabel-TV
c6a7adb6-5d0c-478e-b0c7-e8cbb6766788;Parkplatz
c6a7adb6-5d0c-478e-b0c7-e8cbb6766788;Altbau
6f79cce7-28ba-4bc5-9c6c-9e1a074a6d48;Waschmaschine
6f79cce7-28ba-4bc5-9c6c-9e1a074a6d48;Rollstuhlgängig
6f79cce7-28ba-4bc5-9c6c-9e1a074a6d48;Ruhige Lage
6f79cce7-28ba-4bc5-9c6c-9e1a074a6d48;Kinderfreundlich
6f79cce7-28ba-4bc5-9c6c-9e1a074a6d48;Garage
6f79cce7-28ba-4bc5-9c6c-9e1a074a6d48;Lift
a371787d-0ffb-484c-9240-49281bdfebbc;Balkon / Terrasse
a371787d-0ffb-484c-9240-49281bdfebbc;Waschmaschine
a371787d-0ffb-484c-9240-49281bdfebbc;Aussicht
a371787d-0ffb-484c-9240-49281bdfebbc;Rollstuhlgängig
a371787d-0ffb-484c-9240-49281bdfebbc;Kinderfreundlich
a371787d-0ffb-484c-9240-49281bdfebbc;Parkplatz
a371787d-0ffb-484c-9240-49281bdfebbc;Garage
a371787d-0ffb-484c-9240-49281bdfebbc;Lift
14f6dae8-1e68-4df8-a162-18b9c1ff6356;Balkon / Terrasse
14f6dae8-1e68-4df8-a162-18b9c1ff6356;Kinderfreundlich
14f6dae8-1e68-4df8-a162-18b9c1ff6356;Parkplatz
024c7017-23b7-4424-ac61-f245f17add1a;Balkon / Terrasse
024c7017-23b7-4424-ac61-f245f17add1a;Kabel-TV
024c7017-23b7-4424-ac61-f245f17add1a;Kinderfreundlich
024c7017-23b7-4424-ac61-f245f17add1a;Lift
7a0e5d19-a80a-4b09-a8ac-8ae2e81789b6;Balkon / Terrasse
7a0e5d19-a80a-4b09-a8ac-8ae2e81789b6;Keller
7a0e5d19-a80a-4b09-a8ac-8ae2e81789b6;Reduit
7a0e5d19-a80a-4b09-a8ac-8ae2e81789b6;Geschirrspüler
7a0e5d19-a80a-4b09-a8ac-8ae2e81789b6;Waschmaschine
7a0e5d19-a80a-4b09-a8ac-8ae2e81789b6;Tumbler
7a0e5d19-a80a-4b09-a8ac-8ae2e81789b6;Kabel-TV
7a0e5d19-a80a-4b09-a8ac-8ae2e81789b6;Aussicht
7a0e5d19-a80a-4b09-a8ac-8ae2e81789b6;Rollstuhlgängig
7a0e5d19-a80a-4b09-a8ac-8ae2e81789b6;Garage
7a0e5d19-a80a-4b09-a8ac-8ae2e81789b6;Lift
dc8c77a4-6c4c-4b4b-a201-cec6990a9f54;Haustiere erlaubt
dc8c77a4-6c4c-4b4b-a201-cec6990a9f54;Kabel-TV
dc8c77a4-6c4c-4b4b-a201-cec6990a9f54;Rollstuhlgängig
dc8c77a4-6c4c-4b4b-a201-cec6990a9f54;Kinderfreundlich
dc8c77a4-6c4c-4b4b-a201-cec6990a9f54;Parkplatz
dc8c77a4-6c4c-4b4b-a201-cec6990a9f54;Garage
dc8c77a4-6c4c-4b4b-a201-cec6990a9f54;Lift
3c61164c-5cc4-4670-815f-7c3dca9607a2;Haustiere erlaubt
3c61164c-5cc4-4670-815f-7c3dca9607a2;Balkon / Terrasse
3c61164c-5cc4-4670-815f-7c3dca9607a2;Kabel-TV
3c61164c-5cc4-4670-815f-7c3dca9607a2;Cheminée
3c61164c-5cc4-4670-815f-7c3dca9607a2;Aussicht
3c61164c-5cc4-4670-815f-7c3dca9607a2;Ruhige Lage
3c61164c-5cc4-4670-815f-7c3dca9607a2;Kinderfreundlich
3c61164c-5cc4-4670-815f-7c3dca9607a2;Parkplatz
3c61164c-5cc4-4670-815f-7c3dca9607a2;In Wohngemeinschaft
3c61164c-5cc4-4670-815f-7c3dca9607a2;Stromanschluss
3c61164c-5cc4-4670-815f-7c3dca9607a2;Wasseranschluss
3c61164c-5cc4-4670-815f-7c3dca9607a2;Abwasseranschluss
a236990e-4927-47e7-9470-277f21e1cf4a;Balkon / Terrasse
a236990e-4927-47e7-9470-277f21e1cf4a;Waschmaschine
a236990e-4927-47e7-9470-277f21e1cf4a;Kabel-TV
a236990e-4927-47e7-9470-277f21e1cf4a;Rollstuhlgängig
a236990e-4927-47e7-9470-277f21e1cf4a;Kinderfreundlich
a236990e-4927-47e7-9470-277f21e1cf4a;Garage
a236990e-4927-47e7-9470-277f21e1cf4a;Lift
99aa568d-4556-44d2-a1ec-6c83bc007437;Balkon / Terrasse
99aa568d-4556-44d2-a1ec-6c83bc007437;Parkplatz
54b6b952-c219-4365-90c0-42a5a7c9c0d5;Balkon / Terrasse
54b6b952-c219-4365-90c0-42a5a7c9c0d5;Rollstuhlgängig
54b6b952-c219-4365-90c0-42a5a7c9c0d5;Kinderfreundlich
54b6b952-c219-4365-90c0-42a5a7c9c0d5;Parkplatz
54b6b952-c219-4365-90c0-42a5a7c9c0d5;Lift
54b6b952-c219-4365-90c0-42a5a7c9c0d5;Neubau
b258bead-5301-4d8c-8c33-ce0de7dbaadf;Balkon / Terrasse
b258bead-5301-4d8c-8c33-ce0de7dbaadf;Kinderfreundlich
b258bead-5301-4d8c-8c33-ce0de7dbaadf;Parkplatz
c621dda7-462b-4e25-a5a2-c95f4124cf7c;Haustiere erlaubt
c621dda7-462b-4e25-a5a2-c95f4124cf7c;Parkplatz
0367a124-56ec-4586-a650-19a3a3747506;Balkon / Terrasse
0367a124-56ec-4586-a650-19a3a3747506;Kabel-TV
0367a124-56ec-4586-a650-19a3a3747506;Parkplatz
0367a124-56ec-4586-a650-19a3a3747506;Altbau
fbee8e2e-f990-43f5-9c52-38b00248dacf;Balkon / Terrasse
fbee8e2e-f990-43f5-9c52-38b00248dacf;Kinderfreundlich
fbee8e2e-f990-43f5-9c52-38b00248dacf;Parkplatz
fbee8e2e-f990-43f5-9c52-38b00248dacf;Lift
efa0c535-173b-4f8f-9a54-778e87559761;Balkon / Terrasse
efa0c535-173b-4f8f-9a54-778e87559761;Rollstuhlgängig
efa0c535-173b-4f8f-9a54-778e87559761;Kinderfreundlich
efa0c535-173b-4f8f-9a54-778e87559761;Parkplatz
efa0c535-173b-4f8f-9a54-778e87559761;Garage
efa0c535-173b-4f8f-9a54-778e87559761;Lift
edfab808-f271-4b1f-a75c-1545b0761140;Aussicht
edfab808-f271-4b1f-a75c-1545b0761140;Rollstuhlgängig
edfab808-f271-4b1f-a75c-1545b0761140;Ruhige Lage
edfab808-f271-4b1f-a75c-1545b0761140;Kinderfreundlich
edfab808-f271-4b1f-a75c-1545b0761140;Garage
edfab808-f271-4b1f-a75c-1545b0761140;Lift
edfab808-f271-4b1f-a75c-1545b0761140;Swimmingpool
edfab808-f271-4b1f-a75c-1545b0761140;Hochparterre
fd60adc9-2bb2-474f-a14e-3868662d08bf;Kabel-TV
fd60adc9-2bb2-474f-a14e-3868662d08bf;Aussicht
2f1b6250-0196-4d53-b3b0-17ad0f88a859;Haustiere erlaubt
2f1b6250-0196-4d53-b3b0-17ad0f88a859;Balkon / Terrasse
2f1b6250-0196-4d53-b3b0-17ad0f88a859;Kabel-TV
2f1b6250-0196-4d53-b3b0-17ad0f88a859;Aussicht
2f1b6250-0196-4d53-b3b0-17ad0f88a859;Kinderfreundlich
2f1b6250-0196-4d53-b3b0-17ad0f88a859;Lift
2ae2047d-3604-4ce9-9c51-6ae6faa21246;Haustiere erlaubt
2ae2047d-3604-4ce9-9c51-6ae6faa21246;Balkon / Terrasse
2ae2047d-3604-4ce9-9c51-6ae6faa21246;Geschirrspüler
2ae2047d-3604-4ce9-9c51-6ae6faa21246;Waschmaschine
2ae2047d-3604-4ce9-9c51-6ae6faa21246;Tumbler
2ae2047d-3604-4ce9-9c51-6ae6faa21246;Parkplatz
2ae2047d-3604-4ce9-9c51-6ae6faa21246;Neubau
0123c00a-4594-4e7a-915d-306aa27f0408;Balkon / Terrasse
0123c00a-4594-4e7a-915d-306aa27f0408;Kabel-TV
0123c00a-4594-4e7a-915d-306aa27f0408;Aussicht
0123c00a-4594-4e7a-915d-306aa27f0408;Parkplatz
0123c00a-4594-4e7a-915d-306aa27f0408;Garage
0123c00a-4594-4e7a-915d-306aa27f0408;Neubau
5024a1a2-b056-42c4-a7c8-371a252d4968;Haustiere erlaubt
5024a1a2-b056-42c4-a7c8-371a252d4968;Balkon / Terrasse
5024a1a2-b056-42c4-a7c8-371a252d4968;Waschmaschine
5024a1a2-b056-42c4-a7c8-371a252d4968;Kabel-TV
5024a1a2-b056-42c4-a7c8-371a252d4968;Aussicht
5024a1a2-b056-42c4-a7c8-371a252d4968;Kinderfreundlich
5024a1a2-b056-42c4-a7c8-371a252d4968;Parkplatz
3f119950-57fb-42f9-9a22-4b443eacee50;Balkon / Terrasse
3f119950-57fb-42f9-9a22-4b443eacee50;Kabel-TV
3f119950-57fb-42f9-9a22-4b443eacee50;Aussicht
3f119950-57fb-42f9-9a22-4b443eacee50;Lift
e73d7225-a068-4098-ad12-fe44b5a3ea0d;Haustiere erlaubt
e73d7225-a068-4098-ad12-fe44b5a3ea0d;Parkplatz
e73d7225-a068-4098-ad12-fe44b5a3ea0d;Altbau
e73d7225-a068-4098-ad12-fe44b5a3ea0d;In Wohngemeinschaft
149ee72d-ebc0-4d97-9fe1-8fed9ab59f99;Balkon / Terrasse
149ee72d-ebc0-4d97-9fe1-8fed9ab59f99;Aussicht
44eb524a-ceae-47ea-a731-aab8ae2380d1;Balkon / Terrasse
44eb524a-ceae-47ea-a731-aab8ae2380d1;Waschmaschine
44eb524a-ceae-47ea-a731-aab8ae2380d1;Aussicht
44eb524a-ceae-47ea-a731-aab8ae2380d1;Rollstuhlgängig
44eb524a-ceae-47ea-a731-aab8ae2380d1;Ruhige Lage
44eb524a-ceae-47ea-a731-aab8ae2380d1;Kinderfreundlich
44eb524a-ceae-47ea-a731-aab8ae2380d1;Parkplatz
44eb524a-ceae-47ea-a731-aab8ae2380d1;Garage
44eb524a-ceae-47ea-a731-aab8ae2380d1;Lift
44eb524a-ceae-47ea-a731-aab8ae2380d1;Neubau
44eb524a-ceae-47ea-a731-aab8ae2380d1;Minergie Bauweise
4f9fb1d8-c9fc-4cf0-ad2d-d77e5a8efd6e;Balkon / Terrasse
4f9fb1d8-c9fc-4cf0-ad2d-d77e5a8efd6e;Aussicht
4f9fb1d8-c9fc-4cf0-ad2d-d77e5a8efd6e;Garage
4f9fb1d8-c9fc-4cf0-ad2d-d77e5a8efd6e;Lift
3e4dc116-890b-4ea9-be34-bb42c0e3632d;Balkon / Terrasse
3e4dc116-890b-4ea9-be34-bb42c0e3632d;Waschmaschine
3e4dc116-890b-4ea9-be34-bb42c0e3632d;Aussicht
3e4dc116-890b-4ea9-be34-bb42c0e3632d;Rollstuhlgängig
3e4dc116-890b-4ea9-be34-bb42c0e3632d;Ruhige Lage
3e4dc116-890b-4ea9-be34-bb42c0e3632d;Kinderfreundlich
3e4dc116-890b-4ea9-be34-bb42c0e3632d;Parkplatz
3e4dc116-890b-4ea9-be34-bb42c0e3632d;Garage
3e4dc116-890b-4ea9-be34-bb42c0e3632d;Lift
3e4dc116-890b-4ea9-be34-bb42c0e3632d;Neubau
3e4dc116-890b-4ea9-be34-bb42c0e3632d;Minergie Bauweise
935c2e70-74a2-4664-9b69-11367cfafd34;Balkon / Terrasse
935c2e70-74a2-4664-9b69-11367cfafd34;Waschmaschine
935c2e70-74a2-4664-9b69-11367cfafd34;Aussicht
935c2e70-74a2-4664-9b69-11367cfafd34;Rollstuhlgängig
935c2e70-74a2-4664-9b69-11367cfafd34;Ruhige Lage
935c2e70-74a2-4664-9b69-11367cfafd34;Kinderfreundlich
935c2e70-74a2-4664-9b69-11367cfafd34;Parkplatz
935c2e70-74a2-4664-9b69-11367cfafd34;Garage
935c2e70-74a2-4664-9b69-11367cfafd34;Lift
935c2e70-74a2-4664-9b69-11367cfafd34;Neubau
935c2e70-74a2-4664-9b69-11367cfafd34;Minergie Bauweise
c3d53c8c-c5dd-4ad1-830e-b53c12a6fe34;Balkon / Terrasse
c3d53c8c-c5dd-4ad1-830e-b53c12a6fe34;Waschmaschine
c3d53c8c-c5dd-4ad1-830e-b53c12a6fe34;Aussicht
c3d53c8c-c5dd-4ad1-830e-b53c12a6fe34;Rollstuhlgängig
c3d53c8c-c5dd-4ad1-830e-b53c12a6fe34;Ruhige Lage
c3d53c8c-c5dd-4ad1-830e-b53c12a6fe34;Kinderfreundlich
c3d53c8c-c5dd-4ad1-830e-b53c12a6fe34;Parkplatz
c3d53c8c-c5dd-4ad1-830e-b53c12a6fe34;Garage
c3d53c8c-c5dd-4ad1-830e-b53c12a6fe34;Lift
c3d53c8c-c5dd-4ad1-830e-b53c12a6fe34;Neubau
c3d53c8c-c5dd-4ad1-830e-b53c12a6fe34;Minergie Bauweise
baab2e60-a11c-4e0a-93f3-735e44b44fad;Balkon / Terrasse
baab2e60-a11c-4e0a-93f3-735e44b44fad;Waschmaschine
baab2e60-a11c-4e0a-93f3-735e44b44fad;Aussicht
baab2e60-a11c-4e0a-93f3-735e44b44fad;Rollstuhlgängig
baab2e60-a11c-4e0a-93f3-735e44b44fad;Ruhige Lage
baab2e60-a11c-4e0a-93f3-735e44b44fad;Kinderfreundlich
baab2e60-a11c-4e0a-93f3-735e44b44fad;Parkplatz
baab2e60-a11c-4e0a-93f3-735e44b44fad;Garage
baab2e60-a11c-4e0a-93f3-735e44b44fad;Lift
baab2e60-a11c-4e0a-93f3-735e44b44fad;Neubau
baab2e60-a11c-4e0a-93f3-735e44b44fad;Minergie Bauweise
07909778-c302-4e8b-a7a4-b9312427c8bb;Balkon / Terrasse
07909778-c302-4e8b-a7a4-b9312427c8bb;Aussicht
07909778-c302-4e8b-a7a4-b9312427c8bb;Parkplatz
07909778-c302-4e8b-a7a4-b9312427c8bb;Garage
07909778-c302-4e8b-a7a4-b9312427c8bb;Lift
07909778-c302-4e8b-a7a4-b9312427c8bb;Neubau
48af770a-df21-460c-9543-f2766b5219f3;Parkplatz
48af770a-df21-460c-9543-f2766b5219f3;In Wohngemeinschaft
c00186d8-8cfd-43f8-aae9-895b662c7824;Lift
9e1cc298-2e34-4e83-8f19-b770ac46ba88;Reduit
9e1cc298-2e34-4e83-8f19-b770ac46ba88;Waschmaschine
9e1cc298-2e34-4e83-8f19-b770ac46ba88;Parkplatz
63037900-ef7c-469b-9081-b260b94a5293;Altbau
f640ca3c-0808-44dc-9a19-2a5b2ff25c46;Haustiere erlaubt
f640ca3c-0808-44dc-9a19-2a5b2ff25c46;Kabel-TV
f640ca3c-0808-44dc-9a19-2a5b2ff25c46;Kinderfreundlich
f640ca3c-0808-44dc-9a19-2a5b2ff25c46;Garage
f640ca3c-0808-44dc-9a19-2a5b2ff25c46;Lift
f640ca3c-0808-44dc-9a19-2a5b2ff25c46;Minergie zertifiziert
f640ca3c-0808-44dc-9a19-2a5b2ff25c46;Minergie Bauweise
05cfef77-a802-4572-935e-3f2c63f00878;Rollstuhlgängig
05cfef77-a802-4572-935e-3f2c63f00878;Garage
05cfef77-a802-4572-935e-3f2c63f00878;Lift
c992490a-0a2f-4558-9850-48bd5fe15ca7;Balkon / Terrasse
c992490a-0a2f-4558-9850-48bd5fe15ca7;Garage
c992490a-0a2f-4558-9850-48bd5fe15ca7;Lift
c992490a-0a2f-4558-9850-48bd5fe15ca7;Neubau
06f24b6c-fa09-4296-95b1-6bfbaf243f1b;Balkon / Terrasse
3af98689-9d6c-4244-b061-4d8ee5bd0fa3;Haustiere erlaubt
3af98689-9d6c-4244-b061-4d8ee5bd0fa3;Balkon / Terrasse
3af98689-9d6c-4244-b061-4d8ee5bd0fa3;Aussicht
3af98689-9d6c-4244-b061-4d8ee5bd0fa3;Rollstuhlgängig
3af98689-9d6c-4244-b061-4d8ee5bd0fa3;Kinderfreundlich
3af98689-9d6c-4244-b061-4d8ee5bd0fa3;Parkplatz
3af98689-9d6c-4244-b061-4d8ee5bd0fa3;Garage
3af98689-9d6c-4244-b061-4d8ee5bd0fa3;Lift
3af98689-9d6c-4244-b061-4d8ee5bd0fa3;Minergie zertifiziert
3af98689-9d6c-4244-b061-4d8ee5bd0fa3;Minergie Bauweise
cc99acfd-10c1-4dc9-b376-bf89db1a65de;Haustiere erlaubt
cc99acfd-10c1-4dc9-b376-bf89db1a65de;Kabel-TV
cc99acfd-10c1-4dc9-b376-bf89db1a65de;Parkplatz
cc99acfd-10c1-4dc9-b376-bf89db1a65de;Lift
eb4090a8-e10c-4e8d-9993-21a0c10ab631;Haustiere erlaubt
eb4090a8-e10c-4e8d-9993-21a0c10ab631;Balkon / Terrasse
eb4090a8-e10c-4e8d-9993-21a0c10ab631;Kabel-TV
eb4090a8-e10c-4e8d-9993-21a0c10ab631;Aussicht
eb4090a8-e10c-4e8d-9993-21a0c10ab631;Rollstuhlgängig
eb4090a8-e10c-4e8d-9993-21a0c10ab631;Parkplatz
eb4090a8-e10c-4e8d-9993-21a0c10ab631;Garage
eb4090a8-e10c-4e8d-9993-21a0c10ab631;Lift
cab1bcd4-592f-4624-9607-0db8c1875b91;Kabel-TV
cab1bcd4-592f-4624-9607-0db8c1875b91;Parkplatz
cab1bcd4-592f-4624-9607-0db8c1875b91;Garage
2ac64840-364a-4b0b-8554-75bfd4405ea6;Haustiere erlaubt
2ac64840-364a-4b0b-8554-75bfd4405ea6;Balkon / Terrasse
2ac64840-364a-4b0b-8554-75bfd4405ea6;Aussicht
2ac64840-364a-4b0b-8554-75bfd4405ea6;Rollstuhlgängig
