LocationId;Street;ZIP;longitude;latitude
c20dbc5e-289d-475c-b281-c2b0d05e1463;Erlenbach 1;9100;NULL;NULL
faa925f4-7c85-48bf-a867-51557e4cfa1e;Güetli 1028;9428;NULL;NULL
8b54d13b-08a2-4200-ab8f-0e21af828dca;Platz 236;9428;NULL;NULL
2b93252c-7be7-43f9-b817-01c966ce2558;Halden 5;9043;NULL;NULL
72819f80-7688-4f91-9dca-ca90df3ee4ee;St. Gallerstrasse 1;9100;NULL;NULL
950b9f81-4d5c-4237-ac4e-291badaf413d;Hinterwies 29;9042;NULL;NULL
75dd4abe-185b-48e9-800c-7e07e9c39428;Buchenstrasse 2;9100;NULL;NULL
57661278-2243-4584-a52a-bfd2d4b254dd;Blumenaustrasse 4;9410;NULL;NULL
7c52a382-a280-489d-90a0-f2b6c84a6fbe;Sonnenböhlstrasse 24;9100;NULL;NULL
8ac595f8-21d6-41fe-857a-9bc422efc89e;Bleichelistrasse 5;9055;NULL;NULL
e70cd2ed-9565-4d00-9155-87bbc80e6919;Bleichelistrasse 5;9055;NULL;NULL
7d316647-aad0-4ae0-8896-ce498364ab5c;Schmiedgasse 4;9100;NULL;NULL
2c8e43bf-bc40-46a7-94e4-7c78ed85deea;Kurvenstrasse 4;9062;NULL;NULL
86bd48e6-7be6-4f53-852c-8def2ec4e219;Nieschbergstrasse 15;9100;NULL;NULL
a3d5a26c-e59d-4401-b550-1aad2ec789bc;Kreuzstrasse 33;9100;NULL;NULL
3b9ac340-7cb2-4e2d-8a7e-045a968a77cd;Hinterbissaustrasse 7 a+b;9410;NULL;NULL
9ec8c8c0-c0bc-44f0-816a-1843cd3e27a3;Au 2b;9037;NULL;NULL
40982969-b90e-44c0-bf35-104ab5d39a08;Schachen 1006;9063;NULL;NULL
558bdccb-7f36-41be-904d-39b790d0aa60;Hauptstrasse 2;9053;NULL;NULL
06f049f1-d1b8-4fe4-a715-a5c13c368c3b;Winkelstrasse 2;9100;NULL;NULL
d36976d6-a68f-480d-b159-e9e38df608fd;Platz 223;9428;NULL;NULL
a3b82dbf-1175-4616-8d14-8fbcf23a603e;Platz 223;9428;NULL;NULL
e696c0f5-ac32-4a3c-b6b4-f49772add1f9;Hoheggstrasse 13;9056;NULL;NULL
4c04d7d7-e6ec-47f7-9157-b092154f280c;Robert-Walserstrasse 9;9100;NULL;NULL
1c57e661-c4b0-422c-9ef8-cc66ad1af5eb;Robert-Walserstrasse 11;9100;NULL;NULL
66ae9cdf-b343-423f-925a-4b3cdcf0bafb;Rietwisstrasse 3;9100;NULL;NULL
edad3320-c04d-45a6-893d-a91adac323a7;Brunnhalde 3;9410;NULL;NULL
08b8763d-fa8f-4874-b372-102f61fe9f78;Wilen 1258;9428;NULL;NULL
ff488f43-8925-43d9-b7da-72b4f1d997f7;Mühlestrasse 21;9100;NULL;NULL
f11b6643-f1c9-40cd-80be-5c1ea61d16cf;Unterdorf 1;9042;NULL;NULL
307c5fdc-0182-4b98-8004-72fb30fd9fe6;Kronenwiese 1320;9427;NULL;NULL
1c6e5795-69a4-4e02-a8c4-d747fe12baab;Degersheimerstrasse 29A;9100;NULL;NULL
b2366966-f201-41ea-b9ba-5361ae114361;Schwellbrunnerstrasse 47;9100;NULL;NULL
2edf0583-9d2a-41b6-b08d-3f316ab709c5;Bruggereggstrasse 15;9100;NULL;NULL
0cad374a-df97-4534-bef9-d1734ae674c9;Gibelhalde 21;9100;NULL;NULL
57f52963-1ab9-4553-8c27-b46238bee295;Obere Hinterwies 2;9042;NULL;NULL
61ad0ee4-6265-4393-aeee-ec4ff84ef386;Mühltobel 511;9427;NULL;NULL
a3c5d570-2b44-4dd9-b9fc-5a1858584fbe;Neugasse 7;6300;NULL;NULL
366e1480-6d78-486e-b9d1-3814da899a10;Zugerstrasse 49;6340;NULL;NULL
a09bea59-acac-4a78-9ddf-f3316bd2d2bc;Zugerstrasse 49;6340;NULL;NULL
9a32b021-42c2-49ef-a806-2c73ab989db5;Weinbergstrasse 5;6340;NULL;NULL
e63246c0-4323-4851-8940-f7c0203f345d;Herrenmattstrasse 17;6330;NULL;NULL
c3342766-856a-43b5-8faf-3fec4d67ee2e;Sonnhaldenstrasse 4;6343;NULL;NULL
68cacb97-1e12-426c-b97c-d6b8a78ccd30;Eichengasse 2;6331;NULL;NULL
bb3e7f5d-33e9-4b9a-95da-2919c81c8ddc;Friesencham 7;6330;NULL;NULL
a76b7802-b885-434d-b328-076c2deff749;Rigistrasse 10A;6331;NULL;NULL
4c673a91-236c-4da2-80ee-8e403e9c28f8;Mägeristrasse 2;6318;NULL;NULL
7b7eb858-54f4-4f73-9089-d8a9a3588116;Verenaweg 18;6343;NULL;NULL
9951a290-8d36-47cd-bda3-1ba8b0e85ca3;Grabenstrasse 5;6300;NULL;NULL
149a1ece-82c0-46ac-895e-fca21bcdeec1;Vorderbergstrasse 26;6318;NULL;NULL
853ae4a0-a127-4c9d-959d-152588e57401;;6300;NULL;NULL
6d457eff-c864-4e65-87ab-100673d9eb24;Drälikon 17;6331;NULL;NULL
8a443789-6c0a-4b48-91c6-52ae6ed6dc27;;6330;NULL;NULL
7ebd9a71-9451-489f-8a5a-6b53662623f9;Sonnmattliweg 2;6314;NULL;NULL
641044a9-a655-4412-9eb9-ed78eabae541;Buonaserstrasse 9;6343;NULL;NULL
5df6c4b7-891c-40b3-a261-207e7b36e342;;6312;NULL;NULL
8cf3802e-8cb7-4c18-be91-285cf5a0f290;Mattenstrasse 1;6343;NULL;NULL
713a4f18-42a0-4d53-a336-593ea3f8099d;St. Jakobstrasse 8;6330;NULL;NULL
5b59df78-e88f-4d84-be40-dc70d90aa8bb;Baarerstrasse 6;6300;NULL;NULL
cc5f46db-e90c-4640-85db-829431312dab;Baarerstrasse 6;6300;NULL;NULL
091f23d8-84b6-4ea1-9505-d90994373c78;;6300;NULL;NULL
b8f9512d-4c7e-42c5-b1d9-fc0d9998d898;;6313;NULL;NULL
cd3a0605-7b0a-4d10-ba9a-265863a2c6da;NULL;NULL;NULL;NULL
d951b85f-5f1d-4edc-8eb9-3bc11c7c1cf7;Rütiweid 2;6340;NULL;NULL
cfd66c7f-8b7b-424e-a96a-965dc17205c3;;6300;NULL;NULL
2b77d152-495e-4146-b6ef-58cc4128aa04;Neugasse 42;6340;NULL;NULL
66b6a547-8ac1-4b36-9412-c63e1e94824a;Lidostrasse 35;6314;NULL;NULL
2a12d982-42cb-4af5-9f20-5cf90fa13f46;Strandweg 10;6314;NULL;NULL
c51cc62a-b130-4005-a65f-5118b6590159;;6300;NULL;NULL
c74517ec-d2b0-41cb-8e76-5efd5b5d21d7;Chamerstrasse 23;6331;NULL;NULL
c5014c1f-255e-452c-a2e6-2f8c594314cf;Am Rainbach 22;6340;NULL;NULL
d10914bd-7423-4145-b5d6-762ca79082a5;Baarerstrasse 94;6300;NULL;NULL
cfc7217c-88d9-49de-85c7-fe3fe1de1adc;Lorzenweidstrasse, 105;6332;NULL;NULL
f9a0f706-5396-4ed2-aa36-e11c593cc4ad;Sonneggstrasse 43;6330;NULL;NULL
b74603d4-3c16-4d26-ac1a-d107ec9b2864;;6340;NULL;NULL
caf06847-1461-4245-913b-344407bcf7a6;;6330;NULL;NULL
98417a33-02cf-4f39-8e26-5b7f0ce4d135;Hertizentrum;6300;NULL;NULL
52c99267-62f2-4e66-8bcc-ff42bacdb648;Oberneudorf, Baar;6340;NULL;NULL
cde1ae4e-d1b8-4ccd-94b0-4dd204990a2b;Cham;6330;NULL;NULL
69648b43-3b2e-4ebf-b463-d99d6570ef9f;NULL;NULL;NULL;NULL
8a94120c-467f-4af1-b5ff-f7519b48bfa5;;6300;NULL;NULL
f9be573f-29f8-4a0c-a31e-eff78731dc5c;;6300;NULL;NULL
a4d2942e-9181-450f-848d-aeec34da3d3e;Alpsteinstrasse 16b;9100;NULL;NULL
ef87259f-845f-46e0-8944-32bed7faa9d0;Robert-Walserstrasse 11a;9100;NULL;NULL
c979ce77-0ab1-4d06-b11b-29f69b7958c1;Kasernenstrasse 5;9100;NULL;NULL
d8c48db6-747c-4c28-8c74-5804387b4f88;Wilen 1077;9428;NULL;NULL
1513c665-c189-4eda-9650-3d27010c0d37;alte Landstrasse;6314;NULL;NULL
29339920-3791-423e-895a-3bf4ef0cea24;Mühlestrasse;6313;NULL;NULL
2fa70b09-dc50-4ad9-b5e4-10714f9c3895;;6315;NULL;NULL
12c7c74b-75f4-4b38-9ebe-ac59788b7cee;Zugermatte 13 + 15;6340;NULL;NULL
dbb1bfca-563a-4c57-ba8f-e7daac41590f;NULL;NULL;NULL;NULL
495ff9c2-e291-467a-8849-af446f48fc2d;Strandweg 7;8874;NULL;NULL
839eff99-1984-44c7-b494-052b84cd60cc;NULL;NULL;NULL;NULL
47c34877-094a-45d2-8876-0739f4449af7;Untere Erlenstrasse 4;8750;NULL;NULL
de89a977-b270-4700-ba04-e113e467d950;Rosenhofstrasse 53;8753;NULL;NULL
a7faed01-c267-4aaa-be16-69b8cb0d2ead;Parkweg 1;8866;NULL;NULL
8732cd4b-1433-4fb4-87fa-f6a1b68bad57;NULL;NULL;NULL;NULL
d5981be7-d844-4989-b561-7626ba73e210;Linth-Escherstrasse 19;8865;NULL;NULL
47d65648-e197-45e4-8cae-d0d5c53efc83;Vorderdorfstrasse 2;8753;NULL;NULL
70d9bf86-1015-4b3b-8f2a-ed3ecdd827e9;Spinnereistrasse 8;8866;NULL;NULL
6724082a-e868-4af4-bffa-4fb7930dcb95;Spinnereistrasse 8;8866;NULL;NULL
590c52c8-c9e9-467e-bd7a-ccc51043bc6e;Vorderdorfstrasse 2;8753;NULL;NULL
aa9c8408-90d8-42f0-9089-0d6c5cb6a6f5;Kirchstr. 16 / Postgasse 23;8750;NULL;NULL
ec8aed25-4219-4722-82c2-bc721ac2d573;Linth-Escherstrasse 19;8865;NULL;NULL
fe5fa34c-652c-4186-9229-c7173d0e020a;Landstrasse 9;8868;NULL;NULL
d48eafaa-e5a9-4810-94b6-933e80bfbf74;Oberdorf 51;8752;NULL;NULL
823fb5f0-4d16-40a2-a244-e8376a557e9e;Rosenhofstrasse 30/32;8753;NULL;NULL
01051bf1-b2a4-4d03-96bd-6f969ae6d7fe;Rosenhofstrasse 30/32;8753;NULL;NULL
a09a50cf-ccb5-4104-b357-303c92d23f51;Unterdorf 42;8752;NULL;NULL
9b4d5587-88e4-41cb-8a31-c881d3b6c361;Letz 16a;8752;NULL;NULL
dd070cc1-f02c-4b5f-89cc-2c07b8248002;Bruggli 5;8754;NULL;NULL
aaaeace2-b60f-4bc5-b7f5-38358b5761c5;Unterdorf 42;8752;NULL;NULL
11229b74-c9b5-48bf-a7c6-3eb6680342c7;Landstrasse 12;8750;NULL;NULL
5b59bd04-b332-4038-90d5-639b9568aa56;Asylstrasse 17;8750;NULL;NULL
816aa782-1aa5-496b-9a52-a8a51c3d8ec1;Letz 16 a;8752;NULL;NULL
2af36042-28ec-4f70-b40b-4ad3a595735a;Landstrasse 68 (500018);8754;NULL;NULL
324aff4f-9b66-4e5b-be8f-8cfcb9a710ce;Freuligerweg 2;8755;NULL;NULL
bf842e54-3d9f-426d-9d5d-e41b8d405830;Linth-Escherstrasse 19;8865;NULL;NULL
88542ec2-1a2c-4311-9192-f12d59842c90;Schiltstrasse 36;8750;NULL;NULL
fb3d711c-5d5f-4070-ad8e-57ce66930930;Hauptstrasse 105;8762;NULL;NULL
e36c7c78-a549-47c7-b81b-188466c6251c;Linth-Escherstrasse 19;8865;NULL;NULL
d06f3eeb-7086-4ddd-91c0-c7d74b494380;Äussere Grundstrasse 9;8762;NULL;NULL
d01bbca8-ca87-43ee-aedc-40d442fb2f1b;Im Dorf 2;8752;NULL;NULL
8d0f09d1-b53f-48c0-a8ff-fe283da28538;Bachdörfli 3;8752;NULL;NULL
56c5b0bb-e6d2-4761-b92f-a5bfcb9369a1;Bachdörfli 3;8752;NULL;NULL
459711d1-efee-44ea-92fe-f30fab09c231;Erlenstrasse 23;8753;NULL;NULL
06c2e250-b8ea-4e91-b3c8-61e2217442ca;Fabrikstrasse 6 / HZ;8867;NULL;NULL
83b765ec-4287-4d54-9bd7-92a3da58ecf7;Sändlistrasse 4;8783;NULL;NULL
90e30b2a-3833-483b-ae1b-906ceac30a22;Burgstrasse 71;8750;NULL;NULL
0540a75a-a602-474f-9264-f562c6dadca2;NULL;NULL;NULL;NULL
3e9b60f6-0d01-4309-8b6a-a73f67f3e2f0;Abläschstrasse 92;8750;NULL;NULL
66ebee46-c143-4dcf-a913-1f4e26394ee6;Fabrikstrasse 6 / HZ;8867;NULL;NULL
8690943b-71f8-4262-883c-45d384442810;Thonerstrasse 14;8762;NULL;NULL
a4f8e7b0-225d-48fc-8926-9a0d290bb000;Glärnischstrasse 2;8752;NULL;NULL
c84ea302-7da7-4d24-bbb2-37cfe5f95c5e;Achern 12;8775;NULL;NULL
4cfe8ad0-5cae-4e28-bbb0-dd90ef3300ab;Färblistrasse 2;8752;NULL;NULL
12073ab7-9095-4746-9957-2628f312e038;Färblistrasse 2;8752;NULL;NULL
8685ec53-72f0-490f-9a8c-202d81fef00b;;8777;NULL;NULL
